"close","schliessen",module,Magento_AdminNotification
"Close","Schliessen",module,Magento_AdminNotification
"Mass Merchant","Grosshandel",module,Magento_Analytics
"Dismiss All Completed Tasks","Alle erledigten Aufgaben schliessen",module,Magento_AsynchronousOperations
"Close","Schliessen",module,Magento_B2b
"Save &amp; Close","Speichern &amp; Schliessen",module,Magento_Backend
"Close","Schliessen",module,Magento_Backend
"Big Image","Grosses Bild",module,Magento_Backend
"We could not detect a size.","Wir konnten keine Grösse erkennen.",module,Magento_Backend
"Street Address","Strasse",module,Magento_Backend
"Street Address Line 2","Strasse 2. Zeile",module,Magento_Backend
"Please enter a number 1 or greater in this field.","Bitte tragen Sie eine Zahl grösser oder gleich 1 in dieses Feld ein.",module,Magento_Backend
"Login is Case Sensitive","Login ist Gross-/Kleinschreibung",module,Magento_Backend
"If current frame position does not cover utmost pages, it renders the link to current position plus/minus this value.","Falls die aktuelle Rahmenposition die grössten Seiten nicht abdeckt, wird der Link zur aktuellen Position plus/minus dieses Wertes gerendert.",module,Magento_Backend
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Um das Rollback abzuschliessen, deaktivieren Sie bitte die Option ""Store in den Wartungsmodus setzen"" oder aktualisieren Sie Ihre Berechtigungen.",module,Magento_Backup
"You will lose any data created since the backup was made, including admin users, customers and orders.","Sie werden alle Daten verlieren, die seit der letzten Sicherung erzeugt wurden. Dies schliesst Admin-Benutzer, Kunden und Bestellungen ein.",module,Magento_Backup
"Exclude","Ausschliessen",module,Magento_Backup
"Exclude media folder from backup","Medienordner von Sicherung ausschliessen",module,Magento_Backup
"Size(bytes)","Grösse (Bytes)",module,Magento_Backup
"Footer","Fusszeile",module,Magento_Banner
"Refund amount is too large.","Der zu erstattende Betrag ist zu gross.",module,Magento_Braintree
"Settlement amount is too large.","Der Betrag der Abrechnung ist zu gross.",module,Magento_Braintree
"Accept credit/debit cards and PayPal in your Magento store.<br/>No setup or monthly fees and your customers never leave your store to complete the purchase.","Akzeptieren Sie Kreditkarten und PayPal in Ihrem Magento-Shop!<br />Keine Einrichtungsgebühren oder laufende Kosten und Ihre Kunden müssen Ihren Shop nie verlassen, um einen Kauf abzuschliessen.",module,Magento_Braintree
"Street address is required.","Strasse ist erforderlich.",module,Magento_Braintree
"Street address is too long.","Strasse ist zu lang.",module,Magento_Braintree
"Close","Schliessen",module,Magento_Bundle
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Achtung</strong>: Gross-/Kleinschreibung des Captcha beachten.",module,Magento_Captcha
"Attention: Captcha is case sensitive.","Achtung: Gross-/Kleinschreibung des Captcha beachten.",module,Magento_Captcha
"Case Sensitive","Gross-/Kleinschreibung beachten",module,Magento_Captcha
"Close Window","Fenster schliessen",module,Magento_Catalog
"Save & Close","Speichern & Schliessen",module,Magento_Catalog
"Size for %1","Grösse für %1",module,Magento_Catalog
"Invalid product id. Should be numeric value greater than 0","Ungültige Produkt-ID. ID sollte ein numerischer Wert grösser als 0 sein",module,Magento_Catalog
"Make sure the To Date is later than or the same as the From Date.","Stellen Sie sicher, dass das Bis-Datum grösser oder gleich dem Ab-Datum ist.",module,Magento_Catalog
"Group price must be a number greater than 0.","Gruppenpreis muss eine Zahl grösser als 0 sein.",module,Magento_Catalog
"Please enter a number 0 or greater in this field.","Bitte geben Sie eine Zahl grösser gleich 0 ein.",module,Magento_Catalog
"The maximum allowed image size for '%1' is %2x%3 px.","Die maximal erlaubte Bildgrösse für '%1' ist %2x%3 px.",module,Magento_Catalog
"The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.","Die Datei '%1' die Sie hochgeladen haben ist grösser als die %2 Megabytes, die von unserem Server erlaubt sind.",module,Magento_Catalog
"Maximum Image Size","Maximale Bildgrösse",module,Magento_Catalog
"Manage Titles (Size, Color, etc.)","Verwalten von Titeln (Grösse, Farbe usw.)",module,Magento_Catalog
"Sorry, we're unable to complete this request.","Entschuldigung, leider konnten wir Ihre Anfrage nicht abschliessen.",module,Magento_Catalog
"Image Size","Bildgrösse",module,Magento_Catalog
"{size}","(Grösse)",module,Magento_Catalog
"Frame Size","Frame-Grösse",module,Magento_CatalogEvent
"currentPage value %1 specified is greater than the number of pages available.","Aktuelle Seite %1 ist grösser als die Anzahl der verfügbaren Seiten.",module,Magento_CatalogGraphQl
"currentPage value %1 specified is greater than the %2 page(s) available.","Aktuelle Seite %1 ist grösser als die %2 verfügbare(n) Seite(n).",module,Magento_CatalogGraphQl
"Discount value should be 0 or greater.","Rabatt muss grösser 0 sein.",module,Magento_CatalogRule
"Close","Schliessen",module,Magento_Checkout
"Close","Schliessen",module,Magento_CheckoutAgreements
"Enabled by Default","Standardmässig aktiviert",module,Magento_Cms
"Disabled by Default","Standardmässig deaktiviert",module,Magento_Cms
"We could not detect a size.","Wir konnten keine Grösse erkennen.",module,Magento_Cms
"Save & Close","Speichern & Schliessen",module,Magento_Company
"Street Address:","Strasse:",module,Magento_Company
"Street Address","Strasse",module,Magento_Company
"Comma-separated. The recipient(s) will get a copy of an email which is by default sent to the Company Admin only.","Komma-getrennt. Die Empfänger erhalten eine Kopie der E-Mail, welche standardmässig nur an den Firmen-Admin verschickt wird.",module,Magento_Company
"By default, the selected payment methods are available for all new companies. If your Magento site has multiple websites, on a specific website the buyer will be able to pay with the methods available for that website only.","Standardmässig stehen die ausgewählten Zahlungsarten für alle neuen Unternehmen zur Verfügung. Wenn Ihr Magento-Shop mehrere Websites hat, kann ein Käufer nur jene Zahlungsarten nutzen, die für die entsprechende Website hinterlegt sind.",module,Magento_CompanyPayment
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","Der Absendername ""%1"" ist ungültig. Bitte benutzen Sie ausschliesslich sichtbare Zeichen und Leerzeichen.",module,Magento_Config
"Save & Close","Speichern & Schliessen",module,Magento_ConfigurableProduct
"Image Size","Bildgrösse",module,Magento_ConfigurableProduct
"{size}","(Grösse)",module,Magento_ConfigurableProduct
"We could not detect a size.","Wir konnten keine Grösse erkennen.",module,Magento_ConfigurableProduct
"Delete Image","Originalgrösse",module,Magento_Customer
"View Full Size","Originalgrösse anzeigen",module,Magento_Customer
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimum der verschiedenen Zeichenklassen im Passwort ist %1. Zeichenklassen: Kleinbuchstaben, Grossbuchstaben, Ziffern, Sonderzeichen.",module,Magento_Customer
"Please enter a valid date equal to or greater than %1 at %2.","Bitte geben Sie ein Datum grösser oder gleich %1 bei %2 ein.",module,Magento_Customer
"""%1"" exceeds the allowed file size.","""%1"" überschreitet die zulässige Dateigrösse.",module,Magento_Customer
"""%1"" length must be equal or greater than %2 characters.","""%1"" Länge muss gleich oder grösser als %2 Zeichen sein.",module,Magento_Customer
"Street Address","Strasse",module,Magento_Customer
"Please enter a number 1 or greater in this field.","Bitte tragen Sie eine Zahl grösser oder gleich 1 in dieses Feld ein.",module,Magento_Customer
"Number of different character classes required in password: Lowercase, Uppercase, Digits, Special Characters.","Anzahl der verschiedenen Zeichenklassen, die im Passwort benötigt werden: Kleinbuchstaben, Grossbuchstaben, Ziffern, Sonderzeichen.",module,Magento_Customer
"Number of Lines in a Street Address","Anzahl der Zeilen für Strasse",module,Magento_Customer
"Send Welcome Email From","Begrüssungs-E-Mail senden von",module,Magento_Customer
"You do not have enough store credit to complete this order.","Sie haben nicht genügend Guthaben, um diesen Auftrag abzuschliessen.",module,Magento_CustomerBalance
"Maximum File Size (bytes)","Maximale Dateigrösse (Byte)",module,Magento_CustomerCustomAttributes
"Street Address","Strasse",module,Magento_CustomerCustomAttributes
"equals or greater than","grösser gleich als",module,Magento_CustomerSegment
"greater than","grösser als",module,Magento_CustomerSegment
"Time hedge. The customer is attempting a purchase outside of the expected hours","Zeitabsicherung. Der Kunde versucht ausserhalb der erwarteten Stunden einzukaufen.",module,Magento_Cybersource
"Cannot identify measure unit for %1","Masseinheit für %1 konnte nicht identifiziert werden",module,Magento_Dhl
"Height, width and length should be equal or greater than %1","Höhe, Breite und Länge müssen gleich oder grösser als %1 sein",module,Magento_Dhl
"Size","Grösse",module,Magento_Dhl
"We could not detect a size.","Wir konnten keine Grösse erkennen.",module,Magento_Downloadable
"Default Maximum Number of Downloads","Standardmässige maximale Anzahl von Downloads",module,Magento_Downloadable
"Please enter a valid date equal to or greater than %1 at %2.","Bitte geben Sie ein Datum grösser oder gleich %1 bei %2 ein.",module,Magento_Eav
"""%1"" exceeds the allowed file size.","""%1"" überschreitet die zulässige Dateigrösse.",module,Magento_Eav
"""%1"" length must be equal or greater than %2 characters.","""%1"" Länge muss gleich oder grösser als %2 Zeichen sein.",module,Magento_Eav
"Footer","Fusszeile",module,Magento_Email
"Necessary only if an image has been uploaded above. Enter image height size in pixels without appending ""px"".","Nur erforderlich, wenn oben ein Bild hochgeladen wurde. Geben sie die Bildgrösse in Pixel an, ohne angehängtes ""px"".",module,Magento_Email
"Footer Template","Fusszeilenvorlage",module,Magento_Email
"Some gift card accounts were not created properly. You can create gift card accounts manually <a href=""%1"">here</a>.","Einige Geschenkkartenkontos wurden nicht ordnungsgemäss erstellt. Sie können Geschenkkartenkonten <a href=""%1""> hier</a> manuell erstellen.",module,Magento_GiftCard
"We were unable to create full code pool size. Please check settings and try again.","Es konnte nicht der gesamte Code-Pool erstellt werden. Bitte überprüfen Sie Ihre Einstellungen und versuchen es anschliessend erneut.",module,Magento_GiftCardAccount
"New Pool Size","Neue Pool-Grösse",module,Magento_GiftCardAccount
"Street Address","Strasse",module,Magento_GiftRegistry
"For better search results, first choose a gift registry type. By default, we search all registry types.","Wählen Sie für bessere Suchergebnisse zunächst einen Geschenkelistentyp. Standardmässig werden alle Listentypen durchsucht.",module,Magento_GiftRegistry
"You can also share it with your friends and family by logging into your account and visiting the Gift Registry tab.","Sie können es ausserdem mit Ihren Freunden und Ihrer Familie teilen indem Sie in Ihr Konto einloggen oder den Geschenkelisten-Reiter besuchen.",module,Magento_GiftRegistry
"Experiment code should be added to the original page only.","Versuchs-Code sollte ausschliesslich der Original-Seite hinzugefügt werden.",module,Magento_GoogleOptimizer
"Fields Enclosure","Felder einschliessen",module,Magento_ImportExport
"Exclude","Ausschliessen",module,Magento_ImportExport
"Fields enclosure","Felder einschliessen",module,Magento_ImportExport
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Bitte melden Sie sich in Ihrem Third-Party-Konto an oder richten es ein, um das Setup dieser Integration abzuschliessen.",module,Magento_Integration
"Close","Schliessen",module,Magento_MultipleWishlist
"The number of multiple wish lists should be equal to or more than 2.","Die Nummer von mehreren Wunschlisten sollte grösser oder gleich 2 sein.",module,Magento_MultipleWishlist
"Sales Rep","Aussendienstler",module,Magento_NegotiableQuote
"We can't close the quote right now because of an error: %1.","Wir können das Angebot jetzt nicht schliessen, weil es Fehler gibt: %1.",module,Magento_NegotiableQuote
"We can't close the quote right now.","Wir können das Angebot jetzt nicht schliessen.",module,Magento_NegotiableQuote
"Cannot attach the file %filename. The maximum allowed file size is %size Mb.","Die Datei %fkann nicht hinzugefügt werden. Die maximal zulässige Dateigrösse ist %size Mb.",module,Magento_NegotiableQuote
"Street: street1, Postcode: 12345","Strasse: strasse1, Postleitzahl: 12345",module,Magento_NegotiableQuote
"Sales Rep.:","Aussendienstmitarbeiter:",module,Magento_NegotiableQuote
"Close quote","Angebot schliessen",module,Magento_NegotiableQuote
"Please enter a number greater than 0 in this field","Bitte geben Sie eine Zahl grösser als 0 in diesem Feld ein",module,Magento_NegotiableQuote
"Maximum file size","Maximale Dateigrösse",module,Magento_NegotiableQuote
"File size in MB. Note that this setting can be overridden by the server settings.","Dateigrösse in MB. Beachten Sie, dass diese Einstellung durch die Servereinstellungen überschrieben werden kann.",module,Magento_NegotiableQuote
"Ttl value ""%1"" is not valid. Please use only numbers equal or greater than zero.","Ttl Wert ""%1"" ist nicht gültig. Bitte verwenden Sie ausschliesslich Zahlen grösser oder gleich null.",module,Magento_PageCache
"Close","Schliessen",module,Magento_Paypal
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal kann keine fälligen Aufträge mit einem Nullsaldo verarbeiten. Um Ihren Kauf abzuschliessen, gehen Sie bitte die Standard-Kaufabwicklung durch.",module,Magento_Paypal
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","Es tut mir leid - aber wir sind nicht in der Lage, Ihre Transaktion abzuschliessen. Bitte kontaktieren Sie uns, damit wir Ihnen weiterhelfen können.",module,Magento_Paypal
"AVS Street Match","AVS-Strassenübereinstimmung",module,Magento_Paypal
"Auction Payment other than through eBay","Auktionszahlung ausser eBay",module,Magento_Paypal
"Size","Grösse",module,Magento_Paypal
"By default it is ""reports.paypal.com"".","Standardmässig ist es ""reports.paypal.com"".",module,Magento_Paypal
"AVS Street Does Not Match","AVS-Strasse entspricht nicht",module,Magento_Paypal
"Card Issuer Is Outside The United States","Kartenbesitzer ist ausserhalb der Vereinigten Staaten",module,Magento_Paypal
"Image Size","Bildgrösse",module,Magento_ProductVideo
"{size}","(Grösse)",module,Magento_ProductVideo
"for or greater than","für oder grösser als",module,Magento_Reminder
"The root shopping cart condition should have a days value of 0 or greater.","Die Root-Warenkorb-Bedingung sollte einen Tag-Wert von 0 oder grösser haben.",module,Magento_Reminder
"The root wish list condition should have a days value of 1 or greater.","Die Root-Wunschlistenbedingung sollte einen Tag-Wert von 1 oder grösser haben.",module,Magento_Reminder
"Set this value equal or greater to your Magento cron job launch period.","Setzen Sie diesen Wert gleich oder grösser auf Ihren Magento Cron Job Start-Zeitraum.",module,Magento_Reminder
"Wish List vs. Regular Order","Wunschliste gegen regelmässige Bestellung",module,Magento_Reports
"Added for spent money according to reward exchange rates.","Gemäss dem Belohnungskurs dem ausgegebenen Geld hinzugefügt",module,Magento_Reward
"Entering no value or a value greater than the expiration lifetime disables the warning notification.","Kein eingegebener Wert oder ein Wert grösser als die Verfallslaufzeit deaktiviert die Warnungsbenachrichtigung.",module,Magento_Reward
"Close","Schliessen",module,Magento_Rma
"Are you sure you want to close this returns request?","Sind Sie sicher, dass Sie diese Rücksendeanfrage schliessen möchten?",module,Magento_Rma
"Delete Image","Originalgrösse",module,Magento_Rma
"View Full Size","Originalgrösse anzeigen",module,Magento_Rma
"You have chosen to change status(es) of the selected RMA requests to Close. Are you sure you want to continue?","Sie haben den Status der ausgewählten RMA-Anfragen zum Schliessen geändert. Sind Sie sicher, dass Sie fortfahren möchten?",module,Magento_Rma
"Maximum File Size (bytes)","Maximale Dateigrösse (Byte)",module,Magento_Rma
"We cannot close the RMA request(s).","Wir können diese RMA-Anträge nicht schliessen.",module,Magento_Rma
"A quantity of %1 is greater than you can return.","Eine Anzahl von %1 ist grösser, als Sie zurückgeben können.",module,Magento_Rma
"Close Window","Fenster schliessen",module,Magento_Rma
"Street Address","Strasse",module,Magento_Rma
"equals or greater than","grösser gleich als",module,Magento_Rule
"greater than","grösser als",module,Magento_Rule
"Applies to Any of the Specified Order Statuses except canceled orders","Gilt für eine der angegebenen Auftragsstatus ausser stornierte Aufträge",module,Magento_Sales
"The quantity to refund must not be greater than the unrefunded quantity.","Die zu erstattende Menge darf nicht grösser sein als die nicht erstattete Menge.",module,Magento_Sales
"The quantity to creditmemo must not be greater than the unrefunded quantity for product SKU ""%1"".","Die Menge der Gutschrift darf nicht grösser sein als die nicht erstattete Menge für das Produkt SKU ""%1"".",module,Magento_Sales
"The quantity to invoice must not be greater than the uninvoiced quantity for product SKU ""%1"".","Die in Rechnung zu stellende Menge darf nicht grösser sein als die nicht in Rechnung gestellte Menge für das Produkt SKU ""%1"".",module,Magento_Sales
"The quantity to ship must not be greater than the unshipped quantity for product SKU ""%1"".","Die Versandmenge muss nicht grösser sein als die nicht versendete Menge für das Produkt SKU ""%1"".",module,Magento_Sales
"Street Address","Strasse",module,Magento_Sales
"Close","Schliessen",module,Magento_Sales
"Your default logo will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If your pdf image is distorted, try to use larger file-size image.","Ihr Standardlogo wird in PDF- und HTML-Dokumenten verwendet.<br />(jpeg, tiff, png) Sollten Verzerrungen im PDF-Dokument auftreten, versuchen Sie bitte ein grösseres Bild zu verwenden.",module,Magento_Sales
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo ausschliesslich für HTML-Dokumente. Wenn leer, wird das Standardlogo verwendet.<br />(jpeg, gif, png)",module,Magento_Sales
"Apply the rule only if the following conditions are met (leave blank for all products).","Regel nur anwenden, wenn die folgenden Bedingungen erfüllt sind (leer lassen, um alle Produkte einzuschliessen).",module,Magento_SalesRule
"equals or greater than","grösser gleich als",module,Magento_SalesRule
"greater than","grösser als",module,Magento_SalesRule
"Enable Scheduled File History Cleaning","Planmässige Dateihistoriebereinigung aktivieren",module,Magento_ScheduledImportExport
"If set to Yes, you can log in from multiple computers into same account. Default setting No improves security.","Erlauben, sich von verschiedenen Computern mit dem selben Konto anzumelden. Standardmässige Deaktivierung erhöht die Sicherheit.",module,Magento_Security
"Discount value cannot be outside the range 0-100","Rabattwert darf nicht ausserhalb des Bereichs 0-100 sein",module,Magento_SharedCatalog
"Size","Grösse",module,Magento_Shipping
"Close Window","Fenster schliessen",module,Magento_Shipping
"Street Address","Strasse",module,Magento_Shipping
"Street Address Line 2","Strasse 2. Zeile",module,Magento_Shipping
"This order already has associated case entity","Diese Bestellung hat bereits eine assoziierte Grosseinheit",module,Magento_Signifyd
"Maximum File Size","Maximale Dateigrösse",module,Magento_Sitemap
"File size in bytes.","Dateigrösse in Bytes.",module,Magento_Sitemap
"Close","Schliessen",module,Magento_Staging
"Size","Grösse",module,Magento_Support
"equals or greater than","grösser gleich als",module,Magento_TargetRule
"Close","Schliessen",module,Magento_TargetRule
"Range To should be equal or greater than Range From.","""Bereich bis"" sollte gleich oder grösser ""Bereich von"" sein.",module,Magento_Tax
"Include Tax In Order Total","Steuer in Gesamtsumme einschliessen",module,Magento_Tax
"This file will replace the current custom.css file and can't be more than 2 MB.","Diese Datei wird die aktuelle custom.css Datei ersetzen und darf nicht mehr als 2 MB gross sein.",module,Magento_Theme
"Max file size to upload %1M","Maximale Dateigrösse für Upload %1 MB",module,Magento_Theme
"Max image size %1M","Maximale Bildgrösse %1 MB",module,Magento_Theme
"Close","Schliessen",module,Magento_Theme
"We could not detect a size.","Wir konnten keine Grösse erkennen.",module,Magento_Theme
"This will be included before head closing tag in page HTML.","Dies wird vor dem schliessenden Head-Tag in die HTML-Seite eingefügt.",module,Magento_Theme
"Welcome Text","Begrüssungstext",module,Magento_Theme
"Footer","Fusszeile",module,Magento_Theme
"This will be displayed just before the body closing tag.","Dies wird kurz vor dem schliessenden Tag angezeigt.",module,Magento_Theme
"Close","Schliessen",module,Magento_Ui
"Minimum length of this field must be equal or greater than %1 symbols. Leading and trailing spaces will be ignored.","Mindestlänge dieses Feldes muss gleich oder grösser sein als %1 Zeichen. Führende und nachfolgende Leerzeichen werden ignoriert.",module,Magento_Ui
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimum der verschiedenen Zeichenklassen im Passwort ist %1. Zeichenklassen: Kleinbuchstaben, Grossbuchstaben, Ziffern, Sonderzeichen.",module,Magento_Ui
"Please enter a number 0 or greater in this field.","Bitte geben Sie eine Zahl grösser gleich 0 ein.",module,Magento_Ui
"Please enter a number greater than 0 in this field.","Bitte geben Sie eine Zahl grösser als 0 in dieses Feld ein.",module,Magento_Ui
"Please enter a value greater than or equal to {0}.","Bitte geben Sie einen Wert ein, der grösser oder gleich {0} ist.",module,Magento_Ui
"File you are trying to upload exceeds maximum file size limit.","Die Datei, die Sie hochladen möchten, überschreitet die maximale Dateigrösse.",module,Magento_Ui
"settings/size","einstellungen/Grösse",module,Magento_Ui
"Large Express Box","Grosse Express Box",module,Magento_Ups
"First-Class Mail Large Postcards","First-Class Mail grosse Postkarten",module,Magento_Usps
"Priority Mail Large Flat Rate Box","Priorität Post grosse Pauschale Box",module,Magento_Usps
"Priority Mail Large Flat Rate Box Hold For Pickup","Priorität Post grosse Pauschale Box zur Abholung halten",module,Magento_Usps
"First-Class Mail International Large Envelope","First-Class Mail International grosser Umschlag",module,Magento_Usps
"Large Flat-Rate Box","Grosse Flat-Rate Box",module,Magento_Usps
"Window Flat-Rate Envelope","Fensterspassumschlag",module,Magento_Usps
"Large","Gross",module,Magento_Usps
"Size","Grösse",module,Magento_Usps
"If the Current Frame Position does not cover Utmost Pages, will render Link to Current Position plus/minus this Value","Wenn die aktuelle Rahmenposition die grössten Seiten nicht abdeckt, wird der Link zur aktuellen Position plus/minus dieses Wertes gerendert",module,Magento_VersionsCms
"Exclude from Navigation Menu","Ausschliessen von Navigations-Menü",module,Magento_VersionsCms
"Upper Alpha (A, B, C, ...)","Grossbuchstaben (A, B, C, ...)",module,Magento_VersionsCms
"Upper Roman (I, II, III, ...)","Römische Grossziffern (I, II, III, ...)",module,Magento_VersionsCms
"Greater than","Grösser als",module,Magento_VisualMerchandiser
"Greater than or equal to","Grösser als oder gleich wie",module,Magento_VisualMerchandiser
"Close","Schliessen",module,Magento_VisualMerchandiser
"Save and Close","Speichern und schliessen",module,Magento_VisualMerchandiser
"Including FPT only","Ausschliesslich inklusive FPT",module,Magento_Weee
"Including FPT and FPT description","Einschliesslich FPT und FPT-Beschreibung",module,Magento_Weee
"Excluding FPT. Including FPT description and final price","FPT ausschliessen. FPT-Beschreibung und Endpreis einschliesslen",module,Magento_Weee
"Include FPT In Subtotal","FPT in der Zwischensumme einschliessen",module,Magento_Weee
"Close","Schliessen",module,Magento_Widget
"Footer","Fusszeile",theme,frontend/Magento/luma
"Please enter a number greater 0 in this field.","In diesem Feld bitte eine Zahl grösser 0 eingeben.",lib,web
"Close","Schliessen",lib,web
"Minimum length of this field must be equal or greater than %1 symbols. Leading and trailing spaces will be ignored.","Mindestlänge dieses Feldes muss gleich oder grösser sein als %1 Zeichen. Führende und nachfolgende Leerzeichen werden ignoriert.",lib,web
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimum der verschiedenen Zeichenklassen im Passwort ist %1. Zeichenklassen: Kleinbuchstaben, Grossbuchstaben, Ziffern, Sonderzeichen.",lib,web
"Please enter a number 0 or greater in this field.","Bitte geben Sie eine Zahl grösser gleich 0 ein.",lib,web
"Please enter a number greater than 0 in this field.","Bitte geben Sie eine Zahl grösser als 0 in dieses Feld ein.",lib,web
"Make sure the To Date is later than or the same as the From Date.","Stellen Sie sicher, dass das Bis-Datum grösser oder gleich dem Ab-Datum ist.",lib,web
"Please enter a value greater than or equal to %s.","Bitte geben Sie einen Wert ein, der grösser oder gleich %s ist.",lib,web
"Please enter a value greater than or equal to {0}.","Bitte geben Sie einen Wert ein, der grösser oder gleich {0} ist.",lib,web
